Year,Material,Cost,Unit,Factor,Factor_Unit
2022,건물,14402669350,원,0.0005397113275107542,kgCO2/원
2022,"구축물, 저장조",76501307203,원,0.000599808927747907,kgCO2/원
2022,차량운반구,954298312,원,0.0007492007619171827,kgCO2/원
2022,가구/비품,7447543516,원,0.0007722898816306639,kgCO2/원
2022,공구 및 기구,28961217142,원,0.0008942627468504667,kgCO2/원
2022,기계장치,284977117685,원,0.000749566498754324,kgCO2/원
2022,기타,29068762833,원,0.00033937675122071076,kgCO2/원
